text,true,finbert_pred,vader_pred,finbert_positive,finbert_negative,finbert_neutral
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,neutral,neutral,positive,0.06679582595825195,0.010136817581951618,0.9230673313140869
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",neutral,neutral,positive,0.1011386588215828,0.008230354636907578,0.8906309604644775
"The value of the deal exceeds EUR500 ,000 , the company said .",neutral,neutral,positive,0.44094619154930115,0.011912851594388485,0.5471409559249878
Travel expenses would be reimbursed in accordance with the travel policy of the company .,neutral,neutral,neutral,0.045436229556798935,0.013983970507979393,0.9405798316001892
Welcome !,neutral,neutral,positive,0.15019506216049194,0.020880896598100662,0.8289240002632141
"You need to be ready when the window opens up , Rosberg said .",neutral,neutral,positive,0.1066054254770279,0.01805938594043255,0.8753352165222168
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive,positive,positive,0.9481220245361328,0.017786230891942978,0.034091707319021225
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,neutral,neutral,positive,0.04731389135122299,0.012975080870091915,0.9397110342979431
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral,neutral,positive,0.0463133305311203,0.01355009339749813,0.9401365518569946
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral,neutral,positive,0.042534712702035904,0.3720993101596832,0.5853659510612488
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',neutral,neutral,neutral,0.052522074431180954,0.10559660941362381,0.841881275177002
`` It allows the young child to move forward with his life . '',positive,neutral,neutral,0.4131121337413788,0.009686540812253952,0.5772013664245605
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral,neutral,neutral,0.024634024128317833,0.19701027870178223,0.7783556580543518
`` They want my credit card info and my personal details .,neutral,neutral,positive,0.027163714170455933,0.06562495231628418,0.9072113633155823
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",neutral,neutral,positive,0.12248029559850693,0.010572835803031921,0.866946816444397
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,neutral,neutral,neutral,0.40162044763565063,0.007609167136251926,0.5907703638076782
A quick `` one-stop-shop '' to understand the company .,neutral,neutral,neutral,0.0985495001077652,0.011636425741016865,0.889814019203186
About Dopplr Dopplr is a service for smart travellers .,neutral,neutral,positive,0.03936026245355606,0.016231225803494453,0.9444085359573364
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",neutral,neutral,positive,0.03847137838602066,0.01643482968211174,0.9450938105583191
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",neutral,neutral,neutral,0.02229243516921997,0.023134572431445122,0.9545729756355286
"According to Finnair Technical Services , the measure is above all due to the employment situation .",neutral,positive,neutral,0.4973190128803253,0.3691215217113495,0.133559450507164
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral,neutral,positive,0.06156091019511223,0.017393723130226135,0.9210454225540161
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral,neutral,positive,0.12192459404468536,0.041765403002500534,0.8363100290298462
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",neutral,neutral,neutral,0.02460595592856407,0.06368376314640045,0.911710262298584
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,neutral,positive,positive,0.7230039834976196,0.008034583181142807,0.2689613997936249
"Also , a seven-year historic analysis is provided for these markets .",neutral,neutral,neutral,0.04809797182679176,0.020387308672070503,0.9315147399902344
"Also , a six-year historic analysis is provided for these markets .",neutral,neutral,neutral,0.04687896743416786,0.020274685695767403,0.9328463673591614
"Also , a six-year historic analysis is provided for this market .",neutral,neutral,neutral,0.03928748890757561,0.021188031882047653,0.9395244717597961
Also the traditional grapevine carries a lot of weight .,neutral,neutral,neutral,0.08410391211509705,0.020250380039215088,0.8956457376480103
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,positive,positive,positive,0.9501931071281433,0.02644977532327175,0.023357098922133446
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,neutral,neutral,positive,0.4529213011264801,0.00987351406365633,0.5372052192687988
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral,neutral,neutral,0.040615618228912354,0.022808728739619255,0.9365755915641785
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral,neutral,neutral,0.03445815294981003,0.014645312912762165,0.9508965611457825
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",neutral,positive,positive,0.8494790196418762,0.007776404265314341,0.14274458587169647
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",neutral,neutral,positive,0.05506297945976257,0.012148447334766388,0.932788610458374
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral,neutral,positive,0.02897646278142929,0.043040402233600616,0.9279831051826477
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",neutral,neutral,neutral,0.04802057147026062,0.012416092678904533,0.9395632743835449
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,neutral,positive,0.046707093715667725,0.01387235801666975,0.9394205212593079
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",neutral,neutral,positive,0.060369446873664856,0.010695216245949268,0.9289352893829346
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,neutral,positive,0.17454533278942108,0.010224549099802971,0.815230131149292
Central Europe is an important market area for Honka .,neutral,neutral,positive,0.20603986084461212,0.006932473741471767,0.7870276570320129
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",neutral,neutral,positive,0.019671272486448288,0.0349714569747448,0.9453572630882263
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral,neutral,positive,0.06638123095035553,0.0100945383310318,0.9235242605209351
Competition authorities will have to approve the deal before it can be finalized .,neutral,neutral,neutral,0.02597067505121231,0.1790264993906021,0.7950028777122498
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral,neutral,positive,0.02934153750538826,0.01892474852502346,0.9517337679862976
Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral,neutral,positive,0.043343089520931244,0.01877998374402523,0.9378769993782043
